Series Code,Country Name,Country Code,1960.00,1961.00,1962.00,1963.00,1964.00,1965.00,1966.00,1967.00,1968.00,1969.00,1970.00,1971.00,1972.00,1973.00,1974.00,1975.00,1976.00,1977.00,1978.00,1979.00,1980.00,1981.00,1982.00,1983.00,1984.00,1985.00,1986.00,1987.00,1988.00,1989.00,1990.00,1991.00,1992.00,1993.00,1994.00,1995.00,1996.00,1997.00,1998.00,1999.00,2000.00,2001.00,2002.00,2003.00,2004.00,2005.00,2006.00,2007.00,2008.00,2009.00,2010.00,2011.00,2012.00,2013.00,2014.00,2015.00,2016.00,2017.00,2018.00,2019.00,2020.00,2021.00
GB.XPD.RSDV.GD.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.57,0.68,0.60,0.70,0.71,0.76,0.85,0.92,1.11,1.06,1.25,1.40,1.58,2.31,2.12,1.72,1.43,1.47,1.24,1.28,1.41,1.63,1.75,1.75
GB.XPD.RSDV.GD.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.18,..,0.17,..,..,0.24,..,..,0.60,..,..,..,0.27,..,..,..,..
GB.XPD.RSDV.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GB.XPD.RSDV.GD.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GB.XPD.RSDV.GD.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.45,2.62,2.78,3.06,3.24,3.19,3.25,3.30,3.31,3.32,3.33,3.34,3.54,3.73,3.71,3.62,3.40,3.27,3.15,2.87,2.72,2.73,2.76,2.80,2.91,2.99
GB.XPD.RSDV.GD.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.22,2.15,2.09,2.11,2.09,2.14,2.17,2.12,2.09,2.05,2.05,2.02,2.06,2.21,2.18,2.19,2.23,2.24,2.28,2.23,2.22,2.20,2.20,2.19,2.28,2.22
GB.XPD.RSDV.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GB.XPD.RSDV.GD.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.42,0.51,0.58,..,..,..,..,..,..,..,..,..,..,..,..
GB.XPD.RSDV.GD.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.01,0.01,..,0.08,..,..,..,..,..,..,0.07,..,..,..
GB.XPD.RSDV.GD.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.33,0.34,0.35,0.29,0.22,0.24,0.19,0.22,0.24,0.18,..,..,..,..,..,..,..,0.08,0.17,0.30,0.29,0.27,0.28,0.28,0.30,0.25
GB.XPD.RSDV.GD.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.14,2.19,2.22,2.35,2.41,2.40,2.44,2.47,2.44,2.44,2.47,2.46,2.62,2.74,2.73,2.81,2.88,2.84,2.88,2.93,2.94,3.05,3.11,3.17,3.13,3.14
GB.XPD.RSDV.GD.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.23,..,..,0.38,..,..,..,..,..,..,..,..,..,..,..
GB.XPD.RSDV.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GB.XPD.RSDV.GD.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.43,..,0.57,..,0.56,..,0.55,0.53,0.58,0.56,0.58,0.66,0.63,0.60,0.68,0.71,0.81,0.84,0.97,1.01,1.15,1.21,1.27,1.51,1.46
GB.XPD.RSDV.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.53,0.56,0.51,0.65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GB.XPD.RSDV.GD.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GB.XPD.RSDV.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.27,0.26,0.26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
